# http://127.0.0.1:3920 --workers 1 --loaded-duration-minutes 10 --output-dir run_3_users_4min
# {"appUrl":"http://127.0.0.1:3920","debugLog":false,"loadedDurationMinutes":10.0,"logLevel":"WARN","outputDir":"run_3_users_4min","overwriteOutput":false,"recordingPath":"./perf_test/recording.log","workers":1}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
1,0,1,PLAYER_SESSION_CREATE,1643853157682,0,
1,0,1,REQ_HOME_START,1643853157682,4,
1,0,1,REQ_HOME_END,1643853183986,4,
1,0,1,WS_OPEN_START,1643853183986,5,
1,0,1,WS_OPEN_END,1643853183986,5,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853183986,6,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853184049,6,
1,0,1,WS_SEND_START,1643853184049,6,
1,0,1,WS_SEND_END,1643853184049,6,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853184049,7,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853184081,7,
1,0,1,WS_SEND_START,1643853184081,7,
1,0,1,WS_SEND_END,1643853184081,7,
1,0,1,WS_RECV_INIT_START,1643853184081,8,
1,0,1,WS_RECV_INIT_END,1643853184081,8,
1,0,1,WS_RECV_START,1643853184081,9,
1,0,1,WS_RECV_END,1643853184100,9,
1,0,1,WS_RECV_START,1643853184100,10,
1,0,1,WS_RECV_END,1643853185977,10,
1,0,1,WS_RECV_START,1643853185977,11,
1,0,1,WS_RECV_END,1643853186107,11,
1,0,1,WS_RECV_START,1643853186107,12,
1,0,1,WS_RECV_END,1643853186107,12,
1,0,1,WS_RECV_START,1643853186107,13,
1,0,1,WS_RECV_END,1643853186107,13,
1,0,1,WS_RECV_START,1643853186107,14,
1,0,1,WS_RECV_END,1643853186138,14,
1,0,1,WS_RECV_START,1643853186138,15,
1,0,1,WS_RECV_END,1643853186336,15,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853186336,16,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853186367,16,
1,0,1,REQ_GET_START,1643853186367,16,
1,0,1,REQ_GET_END,1643853186376,16,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853186376,17,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853186392,17,
1,0,1,REQ_GET_START,1643853186392,17,
1,0,1,REQ_GET_END,1643853186408,17,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853186408,18,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853186455,18,
1,0,1,REQ_GET_START,1643853186455,18,
1,0,1,REQ_GET_END,1643853186455,18,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853186455,19,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853186471,19,
1,0,1,REQ_GET_START,1643853186471,19,
1,0,1,REQ_GET_END,1643853186489,19,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853186489,20,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853186572,20,
1,0,1,WS_SEND_START,1643853186572,20,
1,0,1,WS_SEND_END,1643853186572,20,
1,0,1,WS_RECV_START,1643853186572,21,
1,0,1,WS_RECV_END,1643853186596,21,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853186604,22,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853192321,22,
1,0,1,WS_SEND_START,1643853192321,22,
1,0,1,WS_SEND_END,1643853192321,22,
1,0,1,WS_RECV_BEGIN_UPLOAD_START,1643853192321,23,
1,0,1,WS_RECV_BEGIN_UPLOAD_END,1643853192324,23,
1,0,1,REQ_POST_START,1643853192324,24,
1,0,1,REQ_POST_END,1643853192345,24,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853192354,25,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853192387,25,
1,0,1,WS_SEND_START,1643853192387,25,
1,0,1,WS_SEND_END,1643853192387,25,
1,0,1,WS_RECV_START,1643853192387,26,
1,0,1,WS_RECV_END,1643853192387,26,
1,0,1,WS_RECV_START,1643853192387,27,
1,0,1,WS_RECV_END,1643853192483,27,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853192483,28,
1,0,1,PLAYBACK_SLEEPBEFORE_END,1643853195327,28,
1,0,1,WS_SEND_START,1643853195327,28,
1,0,1,WS_SEND_END,1643853195327,28,
1,0,1,WS_RECV_BEGIN_UPLOAD_START,1643853195327,29,
1,0,1,WS_RECV_BEGIN_UPLOAD_END,1643853195333,29,
1,0,1,REQ_POST_START,1643853195333,30,
1,0,1,REQ_POST_END,1643853195365,30,
1,0,1,PLAYBACK_SLEEPBEFORE_START,1643853195365,31,
