# http://127.0.0.1:3920 --workers 3 --loaded-duration-minutes 6 --output-dir run_3_users_6min --overwrite-output
# {"appUrl":"http://127.0.0.1:3920","debugLog":false,"loadedDurationMinutes":6.0,"logLevel":"WARN","outputDir":"run_3_users_6min","overwriteOutput":true,"recordingPath":"./perf_test/recording.log","workers":3}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
1,1,0,PLAYER_SESSION_CREATE,1643855442408,0,
1,1,0,REQ_HOME_START,1643855442409,4,
1,1,0,REQ_HOME_END,1643855443505,4,
1,1,0,WS_OPEN_START,1643855443505,5,
1,1,0,WS_OPEN_END,1643855443513,5,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855443513,6,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855443564,6,
1,1,0,WS_SEND_START,1643855443564,6,
1,1,0,WS_SEND_END,1643855443567,6,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855443567,7,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855443584,7,
1,1,0,WS_SEND_START,1643855443584,7,
1,1,0,WS_SEND_END,1643855443584,7,
1,1,0,WS_RECV_INIT_START,1643855443584,8,
1,1,0,WS_RECV_INIT_END,1643855443584,8,
1,1,0,WS_RECV_START,1643855443584,9,
1,1,0,WS_RECV_END,1643855443626,9,
1,1,0,WS_RECV_START,1643855443627,10,
1,1,0,WS_RECV_END,1643855445903,10,
1,1,0,WS_RECV_START,1643855445903,11,
1,1,0,WS_RECV_END,1643855446031,11,
1,1,0,WS_RECV_START,1643855446031,12,
1,1,0,WS_RECV_END,1643855446032,12,
1,1,0,WS_RECV_START,1643855446032,13,
1,1,0,WS_RECV_END,1643855446038,13,
1,1,0,WS_RECV_START,1643855446038,14,
1,1,0,WS_RECV_END,1643855446069,14,
1,1,0,WS_RECV_START,1643855446070,15,
1,1,0,WS_RECV_END,1643855446239,15,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855446239,16,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855446266,16,
1,1,0,REQ_GET_START,1643855446266,16,
1,1,0,REQ_GET_END,1643855446276,16,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855446276,17,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855446288,17,
1,1,0,REQ_GET_START,1643855446288,17,
1,1,0,REQ_GET_END,1643855446305,17,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855446305,18,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855446339,18,
1,1,0,REQ_GET_START,1643855446339,18,
1,1,0,REQ_GET_END,1643855446349,18,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855446349,19,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855446361,19,
1,1,0,REQ_GET_START,1643855446361,19,
1,1,0,REQ_GET_END,1643855446381,19,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855446381,20,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855446458,20,
1,1,0,WS_SEND_START,1643855446458,20,
1,1,0,WS_SEND_END,1643855446459,20,
1,1,0,WS_RECV_START,1643855446459,21,
1,1,0,WS_RECV_END,1643855446496,21,
1,1,0,PLAYBACK_SLEEPBEFORE_START,1643855446496,22,
1,1,0,PLAYBACK_SLEEPBEFORE_END,1643855452213,22,
1,1,0,WS_SEND_START,1643855452213,22,
1,1,0,WS_SEND_END,1643855452213,22,
1,1,0,WS_RECV_BEGIN_UPLOAD_START,1643855452213,23,
