# http://127.0.0.1:3920 --workers 3 --loaded-duration-minutes 6 --output-dir run_3_users_6min --overwrite-output
# {"appUrl":"http://127.0.0.1:3920","debugLog":false,"loadedDurationMinutes":6.0,"logLevel":"WARN","outputDir":"run_3_users_6min","overwriteOutput":true,"recordingPath":"./perf_test/recording.log","workers":3}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
6,0,2,PLAYER_SESSION_CREATE,1643855808093,0,
6,0,2,REQ_HOME_START,1643855808093,4,
6,0,2,REQ_HOME_END,1643855836013,4,
6,0,2,WS_OPEN_START,1643855836013,5,
6,0,2,WS_OPEN_END,1643855836029,5,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855836029,6,
6,0,2,PLAYBACK_SLEEPBEFORE_END,1643855836101,6,
6,0,2,WS_SEND_START,1643855836101,6,
6,0,2,WS_SEND_END,1643855836102,6,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855836102,7,
6,0,2,PLAYBACK_SLEEPBEFORE_END,1643855836134,7,
6,0,2,WS_SEND_START,1643855836134,7,
6,0,2,WS_SEND_END,1643855836134,7,
6,0,2,WS_RECV_INIT_START,1643855836134,8,
6,0,2,WS_RECV_INIT_END,1643855836135,8,
6,0,2,WS_RECV_START,1643855836135,9,
6,0,2,WS_RECV_END,1643855836151,9,
6,0,2,WS_RECV_START,1643855836151,10,
6,0,2,WS_RECV_END,1643855838258,10,
6,0,2,WS_RECV_START,1643855838258,11,
6,0,2,WS_RECV_END,1643855838390,11,
6,0,2,WS_RECV_START,1643855838390,12,
6,0,2,WS_RECV_END,1643855838390,12,
6,0,2,WS_RECV_START,1643855838390,13,
6,0,2,WS_RECV_END,1643855838390,13,
6,0,2,WS_RECV_START,1643855838390,14,
6,0,2,WS_RECV_END,1643855838429,14,
6,0,2,WS_RECV_START,1643855838429,15,
6,0,2,WS_RECV_END,1643855838603,15,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855838603,16,
6,0,2,PLAYBACK_SLEEPBEFORE_END,1643855838635,16,
6,0,2,REQ_GET_START,1643855838635,16,
6,0,2,REQ_GET_END,1643855838635,16,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855838635,17,
6,0,2,PLAYBACK_SLEEPBEFORE_END,1643855838651,17,
6,0,2,REQ_GET_START,1643855838651,17,
6,0,2,REQ_GET_END,1643855838669,17,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855838669,18,
6,0,2,PLAYBACK_SLEEPBEFORE_END,1643855838719,18,
6,0,2,REQ_GET_START,1643855838719,18,
6,0,2,REQ_GET_END,1643855838720,18,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855838720,19,
6,0,2,PLAYBACK_SLEEPBEFORE_END,1643855838734,19,
6,0,2,REQ_GET_START,1643855838734,19,
6,0,2,REQ_GET_END,1643855838755,19,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855838755,20,
6,0,2,PLAYBACK_SLEEPBEFORE_END,1643855838846,20,
6,0,2,WS_SEND_START,1643855838846,20,
6,0,2,WS_SEND_END,1643855838846,20,
6,0,2,WS_RECV_START,1643855838846,21,
6,0,2,WS_RECV_END,1643855838879,21,
6,0,2,PLAYBACK_SLEEPBEFORE_START,1643855838879,22,
